year,faculties,title,code,credits,evaluation_methods,second_chance
2025-26,"['Vrije opleiding, trajectschijf 3']",TP Fabrication,192407,2 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Conception mécanique,192408,4 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",French Foreign Language,192409,9 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 2']",Chemie 3: Organische chemie - structuur,192410,3 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Bachelorproef,192411,12 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Fashion retail marketing,192412,7 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Merchandising and Management,192413,6 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Visual merchandising labor,192414,2 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Fashion chain management,192415,4 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Development of technical textiles,192416,5 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",From fibres to functional  textiles,192417,5 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",International marketing,192418,4 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Modellentwicklung DOB Classic,192419,5 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Spezielle Bekleidingskonstruktion,192420,4 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Spezielle Bekleidingskonstruktion DOBI,192421,2 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Spezielle Bekleidingskonstruktion HAKAI,192422,2 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Deutsch und Fashion Design,192423,7 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Fashion Design,192424,5 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Deutsch (Sprachenzentrum),192425,2 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Spezielle Bekleidungsmaschinen,192426,5 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Advanced Product Engineering,192427,5 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Ergonomics,192428,5 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Business-to-business,192429,3 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Company project,192430,15 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']","Connaissance de l'entreprise, pracour B",192431,5 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Design Fashion,192432,5 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",International design Fashion,192433,5 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']","Dress project, focus on idea generation",192434,3 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']","Dress project, focus on idea generation",192435,3 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Graphic presentation: Illustrator,192436,1 studiepunt,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Graphic presentation: Illustrator,192437,1 studiepunt,,
2025-26,"['Vrije opleiding, trajectschijf 3']",User-driven ontwerp,192438,1 studiepunt,,
2025-26,"['Vrije opleiding, trajectschijf 3']",User-driven ontwerp,192439,1 studiepunt,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Design history & Trends and Sustainability,192440,4 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Design history & Trends,192441,2 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Sustainability,192442,2 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Drawing,192443,5 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Grading,192444,3 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Illustrator,192445,1 studiepunt,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Technical drawing and documentation,192446,1 studiepunt,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Economics 2,192447,4 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Elective Courses,192448,7 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Elective courses,192449,8 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']","English, cultures and organizations",192450,6 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Cultures and organizations,192451,3 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",English for Real Estate Consulting,192452,3 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']","English, cultures and organizations",192453,5 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Cultures and organizations,192454,3 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",English for Real Estate Consulting,192455,2 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Environment,192456,3 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Español II general (A),192457,3 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",European Challenge 1,192458,6 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",European Challenge 2,192459,10 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",European Challenge 1,192460,4 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",European Challenge 2,192461,7 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Textiltechnologie von der Faber zum Funktion,192462,5 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Forma general de la ciudad: de los centros Históricos a la ciudad difusa,192463,6 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Formation générale,192464,5 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Geodesia espacial GPS,192465,5 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 2']",Het Christendom,192466,3 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Hidrología,192467,4 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Idioma,192468,5 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Idioma nivel superior (Inglés),192469,3 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Español II general (A),192470,2 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Idioma nivel superior (Inglés),192471,3 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Tratamiento de imagen digital,192472,6 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Laboratorio de fotogrametría digital,192473,5 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']","Les Produits, l'organisation des productions, parcours B",192474,5 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Management Accounting und Excursion,192475,5 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Industrie Excursion,192476,3 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Managment Accounting,192477,2 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']","Gestion et management de la qualité, parcours B",192478,5 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Manufacturing and Sustainabilitiy,192479,3 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Manufacturing,192480,1 studiepunt,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Sustainability,192481,2 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Material,192482,4 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Collection Building 1,192483,1 studiepunt,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Material Know-how II,192484,1 studiepunt,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Sustainability,192485,2 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 2']",Procesbeheer,192486,5 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 2']",Kwantitatieve methoden,192487,2 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 2']",Procesanalyse,192488,3 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Project tutoré,192489,7 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Purchasing Management Fashion,192490,4 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Material know-how 2,192491,1 studiepunt,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Purchasing Economics 4,192492,1 studiepunt,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Purchasing 2,192493,1 studiepunt,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Trend 1,192494,1 studiepunt,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Purchasing,192495,4 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Purchasing 2,192496,2 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Purchasing Economics 4,192497,2 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Real Estate Quality,192498,3 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",retail,192499,5 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Communication II,192500,1 studiepunt,,
2025-26,"['Vrije opleiding, trajectschijf 3']",CRM/CEM,192501,1 studiepunt,,
2025-26,"['Vrije opleiding, trajectschijf 3']",E-tailing,192502,1 studiepunt,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Material Know-how II,192503,1 studiepunt,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Retail management II,192504,1 studiepunt,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Sustainability,192505,3 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Sustainable ontwerp,192506,3 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Technische Textilien,192507,4 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Textil Pruftechnik 1 und textilchemie,192508,6 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Textilmanegment Businessplan und International Stimulation,192509,10 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Urban Land Economics,192510,3 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Valuation and office concepts,192511,5 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Office concepts,192512,3 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Valuation,192513,2 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Work experience,192514,15 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Bachelorproef,192515,12 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 2']",Zweedse Taalverwerving (UGent),192516,5 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 2']",Geschiedenis van de mode (School of Arts),192517,3 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 2']",Inleiding Human Resource Management,192518,3 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Stage 2 -AGR,192519,20 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 2']",Integrale milieuzorg,192520,3 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 2']",Duurzame productiesystemen,192521,4 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 2']",Sociologie (UGent),192522,3 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 2']",Lineaire Algebra,192523,5 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Bedrijfskunde,192524,5 studiepunten,,
2025-26,['Vrije opleiding'],Zorgethiek,192525,3 studiepunten,,
2025-26,['Vrije opleiding'],Algemene zorgkunde,192526,5 studiepunten,,
2025-26,['Vrije opleiding'],Economische aspecten van de gezondheidszorg,192527,4 studiepunten,,
2025-26,['Vrije opleiding'],Gerechtelijke geneeskunde,192528,3 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Biotechnologie,192529,4 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Inleiding tot de geneesmiddelenontwikkeling,192530,3 studiepunten,,
2025-26,['Vrije opleiding'],Clinical Placement,192531,15 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']","Nursing Science, Focusing on Pain Management + Health Care Improvement",192532,15 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Beginselen van de economie,192533,3 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Kritische evaluatie van homeopathie en fytotherapie,192534,3 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Sport en voeding,192535,3 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Medische Antropologie: Afrika en de diaspora,192536,5 studiepunten,,
2025-26,['Vrije opleiding'],Clinical placement in home care,192537,15 studiepunten,,
2025-26,['Vrije opleiding'],Clinical Internschips,192538,15 studiepunten,,
2025-26,['Vrije opleiding'],Placement in Gerontology,192539,5 studiepunten,,
2025-26,['Vrije opleiding'],Placement in Community nursing,192540,10 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 2']",Food and Nutrition Security in Emergencies and Development,192541,15 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 2']","Life Cycle, Nutrition and Health",192542,15 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Occupational Therapy and Ageing from a Health Promoting Perspective,192543,7 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']","Occupational Therapy, clinical placement",192544,8 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']","Occupational Therapy, progress and development",192545,15 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Inleiding Community Care; Ethische vraagstukken,192546,4 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Praktijkgericht Onderzoek,192547,18 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Methoden en Methodiek,192548,4 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Studium generale,192549,4 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Placement in Gerontology/Placement,192550,7 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Psychologie,192551,3 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Inleiding tot de  geneesmiddelenontwikkeling,192552,3 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Biowetenschappen I,192553,4 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Verpleegkunidige aspecten van klinische voeding,192554,3 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Inspanningsfysiologie,192555,6 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Bewegen en sport: nu en later,192556,3 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Moleculaire Biologie 2,192557,4 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Inleiding tot antropologie,192558,3 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Wiskunde A,192559,3 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Moleculaire celbiologie,192560,4 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Ingenieurswetenschappen: mechanica,192561,3 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Statistiek voor de gezondheidszorg: theorie,192562,4 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Embryologie en organogenese,192563,6 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Klinische farmacologie,192564,3 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']","Juridische, financiële en organisatorische aspecten van de gezondheidszorg",192565,3 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Algemeen beheer en organisatie,192566,5 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Jongeren in ontwikkeling,192567,3 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Doelgericht werken en evalueren,192568,3 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Differentiëren en innoveren,192569,3 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Leren met zorg,192570,3 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Methodologie van logopedisch en audiologisch wetenschappelijk onderzoek,192571,3 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Methodologie: kwantitatief onderzoek voor de gezondheidszorg,192572,5 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Beginselen van economie,192573,6 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Arbeidspsychologie in de gezondheidszorg,192574,3 studiepunten,,
2025-26,"['Vrije opleiding, trajectschijf 3']",Milieutechnologie: water en lucht,192575,3 studiepunten,,
2025-26,"['Bachelor in de interieurvormgeving, trajectschijf 3']",(keuze nog te bepalen door de student),192576,9 studiepunten,,
2025-26,"['Bachelor in de interieurvormgeving, trajectschijf 3']",Te kiezen voor 16 studiepunten (1 opleidingsonderdeel) - AO,192577,16 studiepunten,,
2025-26,"['Bachelor in de interieurvormgeving, trajectschijf 3']",Te kiezen voor 3 studiepunten AO,192578,3 studiepunten,,
2025-26,"['Bachelor in de interieurvormgeving, trajectschijf 3']",Later te bepalen opleidingsonderdelen - 9 studiepunten,192580,9 studiepunten,,
2025-26,"['Bachelor in de interieurvormgeving, trajectschijf 2']",Praktijkfocus,192582,14 studiepunten,,
2025-26,"['Bachelor in de interieurvormgeving, trajectschijf 2']",Later te bepalen opleidingsonderdeel - 14 studiepunten,192583,14 studiepunten,,
